N,p,density,instance,CPU,objU,objL,objR,best objU,best objL,gapUL,gapBUL,gapUBL,gapBUR,optimality,nodes exp
40,10,1,2,366.2,9.63,9.63,7.09,9.63,9.63,0,0,0,26.38,1,1305
40,10,1,3,531.25,8.04,8.04,5.63,8.04,8.04,0,0,0,29.98,1,1250
40,10,1,4,242.88,6.74,6.74,4.85,6.74,6.74,0,0,0,28.04,1,1435
40,10,1,5,87.97,9.04,9.04,6.54,9.04,9.04,0,0,0,27.65,1,52
40,13,1,1,315.44,6.79,6.79,5.07,6.79,6.79,0,0,0,25.33,1,769
40,13,1,2,253.2,7.35,7.35,5.33,7.35,7.35,0,0,0,27.48,1,542
40,13,1,3,91.21,6.7,6.7,4.12,6.7,6.7,0,0,0,38.51,1,1428
40,13,1,4,72.86,6.22,6.22,4.02,6.22,6.22,0,0,0,35.37,1,788
40,13,1,5,277.54,8.19,8.19,5.44,8.19,8.19,0,0,0,33.58,1,2257
40,20,1,1,53.19,4.71,4.71,3.57,4.71,4.71,0,0,0,24.2,1,765
40,20,1,2,17.44,5.16,5.16,3.97,5.16,5.16,0,0,0,23.06,1,1
40,20,1,3,40.84,4.76,4.76,3.71,4.76,4.76,0,0,0,22.06,1,1474
40,20,1,4,44.85,4.86,4.86,3.81,4.86,4.86,0,0,0,21.6,1,1224
40,20,1,5,32.99,4.99,4.99,4.06,4.99,4.99,0,0,0,18.64,1,267
50,12,1,1,2225.65,7.67,7.67,4.65,7.67,7.67,0,0,0,39.37,1,2635
50,12,1,2,1210.84,6.24,6.24,4.66,6.24,6.24,0,0,0,25.32,1,554
50,12,1,3,1501.03,6.91,6.91,4.39,6.91,6.91,0,0,0,36.47,1,2384
50,12,1,4,2011.74,7.16,7.16,4.54,7.16,7.16,0,0,0,36.59,1,1414
50,12,1,5,1682.85,7.06,7.06,4.8,7.06,7.06,0,0,0,32.01,1,1232
50,16,1,1,615.57,6.09,6.09,4.92,6.09,6.09,0,0,0,19.21,1,1303
50,16,1,2,349.63,6.1,6.1,4.51,6.1,6.1,0,0,0,26.07,1,665
50,16,1,3,704.9,5.5,5.5,3.96,5.5,5.5,0,0,0,28,1,415
50,16,1,4,531.53,5.06,5.06,3.82,5.06,5.06,0,0,0,24.51,1,332
50,16,1,5,115.6,5.58,5.58,4.24,5.58,5.58,0,0,0,24.01,1,778
50,25,1,1,44.33,5.01,5.01,4.07,5.01,5.01,0,0,0,18.76,1,253
50,25,1,2,114.23,3.87,3.87,3.01,3.87,3.87,0,0,0,22.22,1,139
50,25,1,3,58.1,3.38,3.38,2.45,3.38,3.38,0,0,0,27.51,1,1
50,25,1,4,53.49,4.2,4.2,3.17,4.2,4.2,0,0,0,24.52,1,37
50,25,1,5,65.43,4.69,4.69,3.5,4.69,4.69,0,0,0,25.37,1,185
60,15,1,1,2129.83,6.56,6.56,4.59,6.56,6.56,0,0,0,30.03,1,193
60,15,1,2,3063.25,6.03,6.03,4.17,6.03,6.03,0,0,0,30.85,1,2171
60,15,1,3,3600.11,5.13,4.88,3.22,4.93,4.93,5.12,1.01,3.9,34.69,0,830
60,15,1,4,613.58,5.69,5.69,4.31,5.69,5.69,0,0,0,24.25,1,516
60,15,1,5,1501.05,5.82,5.82,4.24,5.82,5.82,0,0,0,27.15,1,82
60,20,1,1,420.42,4.78,4.78,3.42,4.78,4.78,0,0,0,28.45,1,1
60,20,1,2,526.63,4.93,4.93,3.31,4.93,4.93,0,0,0,32.86,1,947
60,20,1,3,436.96,4.52,4.52,3.32,4.52,4.52,0,0,0,26.55,1,1
60,20,1,4,365.27,3.9,3.9,3.08,3.9,3.9,0,0,0,21.03,1,1689
60,20,1,5,224.03,5.21,5.21,4.09,5.21,5.21,0,0,0,21.5,1,1264
60,30,1,1,129.91,3.53,3.53,2.63,3.53,3.53,0,0,0,25.5,1,1
60,30,1,2,116.31,3.07,3.07,2.48,3.07,3.07,0,0,0,19.22,1,1
60,30,1,3,149.6,3.45,3.45,2.62,3.45,3.45,0,0,0,24.06,1,437
60,30,1,4,213.13,3.72,3.72,2.73,3.72,3.72,0,0,0,26.61,1,1211
60,30,1,5,100.35,3.8,3.8,2.97,3.8,3.8,0,0,0,21.84,1,112
70,17,1,1,636.9,4.27,4.27,3.34,4.27,4.27,0,0,0,21.78,1,1
70,17,1,2,3021.32,5.23,5.23,3.75,5.23,5.23,0,0,0,28.3,1,63
70,17,1,3,968.46,4.8,4.8,3.54,4.8,4.8,0,0,0,26.25,1,1
70,17,1,4,2442.48,5.45,5.45,3.83,5.45,5.45,0,0,0,29.72,1,68
70,17,1,5,3600.13,5.42,5.36,3.59,5.42,5.42,1.12,1.11,0,33.76,0,280
70,23,1,1,2747.85,4.11,4.11,2.76,4.11,4.11,0,0,0,32.85,1,393
70,23,1,2,571.59,4.11,4.11,3.09,4.11,4.11,0,0,0,24.82,1,347
70,23,1,3,3600.08,3.79,3.72,2.66,3.77,3.77,1.88,1.33,0.53,29.44,0,274
70,23,1,4,2133.78,4.85,4.85,3.5,4.85,4.85,0,0,0,27.84,1,1000
70,23,1,5,2000.27,4.48,4.48,3.17,4.48,4.48,0,0,0,29.24,1,135
70,35,1,1,121.42,2.81,2.81,2.33,2.81,2.81,0,0,0,17.08,1,20
70,35,1,2,166,3.16,3.16,2.56,3.16,3.16,0,0,0,18.99,1,1069
70,35,1,3,220.71,3.09,3.09,2.37,3.09,3.09,0,0,0,23.3,1,277
70,35,1,4,571.88,3.32,3.32,2.65,3.32,3.32,0,0,0,20.18,1,222
70,35,1,5,176.54,3.13,3.13,2.46,3.13,3.13,0,0,0,21.41,1,1
80,20,1,1,3603.09,5.24,4.8,3.67,4.95,4.95,9.17,3.03,5.53,25.86,0,31
80,20,1,2,3604.34,4.7,4.13,3.14,4.3,4.3,13.8,3.95,8.51,26.98,0,31
80,20,1,3,3604.08,6.41,4.58,3.27,4.87,4.87,39.96,5.95,24.02,32.85,0,15
80,20,1,4,1204.8,4.66,4.66,3.31,4.66,4.66,0,0,0,28.97,1,545
80,20,1,5,3603.74,4.83,4.05,3.04,4.2,4.2,19.26,3.57,13.04,27.62,0,31
80,26,1,1,1712.8,4.2,4.2,2.93,4.2,4.2,0,0,0,30.24,1,31
80,26,1,2,1481.95,3.53,3.52,3.05,3.53,3.53,0.28,0.28,0,13.6,1,430
80,26,1,3,1777.2,4.02,4.02,2.97,4.02,4.02,0,0,0,26.12,1,1507
80,26,1,4,3600.28,4.14,4.05,3.19,4.11,4.11,2.22,1.46,0.72,22.38,0,47
80,26,1,5,3600.71,3.59,3.55,2.62,3.59,3.59,1.13,1.11,0,27.02,0,1162
80,40,1,1,1213.4,2.64,2.64,2.21,2.64,2.64,0,0,0,16.29,1,5916
80,40,1,2,2094.41,2.51,2.51,1.96,2.51,2.51,0,0,0,21.91,1,7198
80,40,1,3,369,2.72,2.72,2.19,2.72,2.72,0,0,0,19.49,1,1074
80,40,1,4,1177.4,3.03,3.03,2.48,3.03,3.03,0,0,0,18.15,1,3836
80,40,1,5,1959.32,2.99,2.99,2.14,2.99,2.99,0,0,0,28.43,1,2240
90,22,1,1,3600.49,3.9,3.61,2.78,3.66,3.66,8.03,1.37,6.15,24.04,0,210
90,22,1,2,791.7,3.36,3.36,2.58,3.36,3.36,0,0,0,23.21,1,301
90,22,1,3,3603.95,5.36,3.75,2.97,4.01,4.01,42.93,6.48,25.19,25.94,0,1
90,22,1,4,3600.23,4.05,3.98,3.02,3.99,3.99,1.76,0.25,1.48,24.31,0,849
90,22,1,5,3600.16,4.09,4.05,2.94,4.07,4.07,0.99,0.49,0.49,27.76,0,240
90,30,1,1,1496.22,3.21,3.21,2.35,3.21,3.21,0,0,0,26.79,1,1
90,30,1,2,1050.42,3.95,3.95,3.06,3.95,3.95,0,0,0,22.53,1,32
90,30,1,3,1887.78,3.19,3.19,2.37,3.19,3.19,0,0,0,25.71,1,4825
90,30,1,4,717.68,3.2,3.2,2.64,3.2,3.2,0,0,0,17.5,1,63
90,30,1,5,2406.11,3.17,3.17,2.27,3.17,3.17,0,0,0,28.39,1,4721
90,45,1,1,594.18,3.02,3.02,2.39,3.02,3.02,0,0,0,20.86,1,308
90,45,1,2,208.06,2.36,2.36,2.02,2.36,2.36,0,0,0,14.41,1,1
90,45,1,3,1084.92,2.43,2.43,1.88,2.43,2.43,0,0,0,22.63,1,2809
90,45,1,4,966.18,2.65,2.65,2.15,2.65,2.65,0,0,0,18.87,1,61
90,45,1,5,605.5,2.74,2.74,2.09,2.74,2.74,0,0,0,23.72,1,179
100,25,1,1,3600.61,4.23,3.72,2.76,3.98,3.98,13.71,6.53,5.91,30.65,0,1
100,25,1,2,3607.78,5.35,3.5,2.81,3.72,3.72,52.86,5.91,30.47,24.46,0,1
100,25,1,3,3600.21,3.49,3.3,2.55,3.42,3.42,5.76,3.51,2.01,25.44,0,1
100,25,1,4,3600.12,3.76,3.45,2.58,3.57,3.57,8.99,3.36,5.05,27.73,0,1
100,25,1,5,3600.82,3.68,3.34,2.6,3.43,3.43,10.18,2.62,6.79,24.2,0,1
100,33,1,1,3600.15,3.26,3.17,2.36,3.23,3.23,2.84,1.86,0.92,26.93,0,1
100,33,1,2,2136.18,3.44,3.44,2.68,3.44,3.44,0,0,0,22.09,1,178
100,33,1,3,2843.98,2.98,2.98,2.3,2.98,2.98,0,0,0,22.82,1,484
100,33,1,4,3600.19,3.45,3.42,2.61,3.43,3.43,0.88,0.29,0.58,23.91,0,1830
100,33,1,5,1171.11,2.89,2.88,2.18,2.89,2.89,0.35,0.35,0,24.57,1,1
100,50,1,1,2574.89,2.99,2.99,2.43,2.99,2.99,0,0,0,18.73,1,3934
100,50,1,2,378.85,2.19,2.19,1.9,2.19,2.19,0,0,0,13.24,1,1
100,50,1,3,3600.19,2.52,2.5,2.07,2.52,2.52,0.8,0.79,0,17.86,0,10912
100,50,1,4,3601.37,2.53,2.51,2.07,2.53,2.53,0.8,0.79,0,18.18,0,40794
100,50,1,5,777.64,2.45,2.45,2.01,2.45,2.45,0,0,0,17.96,1,181
